dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,message_cost_ratio,message_cost_reduction,parameter_cost_ratio,parameter_cost_reduction,dense_message_cost,effective_message_cost,dense_parameter_count,effective_parameter_count,memory_state_items,memory_overhead_vs_dense_params,graph_memory_state_norm,param_memory_state_norm,graph_recall_bias_norm,param_recall_bias_norm,steering_memory_state_norm,runtime_sec,num_nodes,num_edges,original_num_edges,edge_sample_size,hidden_dim,memory_rank,memory_write_mode,backbone,param_memory_slots,task_type,metric_name
cora,ougp,0,4,1,0.5080000162124634,0.5180000066757202,0.8071428537368774,0.5040000081062317,0.5139999985694885,0.7999999523162842,0.20000004768371582,0.7999999523162842,0.20000004768371582,0.06666669249534607,0.06666672229766846,0.8389754295349121,0.1610245704650879,0.7999998927116394,0.2000001072883606,19219536.0,16124719.0,23040.0,18431.998046875,10860.0,0.4713541567325592,0.10679442435503006,0.7829354405403137,0.2861916422843933,0.026721559464931488,0.0,4.832391738891602,2708,10556,10556,0,16,4,feature,gcn,16,multiclass,accuracy
