dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,graph_recall_bias_norm,param_recall_bias_norm,steering_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank,param_memory_slots,task_type,metric_name
photo,ougp,0,120,119,0.7620915174484253,0.7709150314331055,0.7882353067398071,0.7620915174484253,0.7709150314331055,0.6999999284744263,0.30000007152557373,0.699999988079071,0.30000001192092896,0.0028571709990501404,0.0032889978028833866,0.19929374754428864,22.460363388061523,2.0121490955352783,0.008528079837560654,0.0,3.5575337409973145,7650,238162,64,16,64,multiclass,accuracy
photo,ougp,1,120,118,0.7542483806610107,0.758823573589325,0.7777777910232544,0.7477124333381653,0.7604575157165527,0.699999988079071,0.30000001192092896,0.6999999284744263,0.30000007152557373,0.01835549809038639,0.003185990732163191,0.3689371943473816,13.196764945983887,1.8608055114746094,0.007334837224334478,0.0,3.3946022987365723,7650,238162,64,16,64,multiclass,accuracy
photo,ougp,2,120,119,0.7359477281570435,0.7351307272911072,0.7620915174484253,0.7359477281570435,0.7351307272911072,0.699999988079071,0.30000001192092896,0.699999988079071,0.30000001192092896,0.023857953026890755,0.00318173598498106,0.29434728622436523,21.483671188354492,1.8774430751800537,0.009596451185643673,0.0,3.420254707336426,7650,238162,64,16,64,multiclass,accuracy
