dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,graph_recall_bias_norm,param_recall_bias_norm,steering_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank,task_type,metric_name
photo,ougp,0,120,119,0.7568627595901489,0.7596405148506165,0.7843137383460999,0.7568627595901489,0.7596405148506165,0.699999988079071,0.30000001192092896,0.7000000476837158,0.2999999523162842,0.011999985203146935,0.0028758705593645573,0.19589200615882874,2.6949684619903564,2.223796844482422,0.012015768326818943,0.0,86.29752016067505,7650,238162,64,16,multiclass,accuracy
