dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,message_cost_ratio,message_cost_reduction,parameter_cost_ratio,parameter_cost_reduction,dense_message_cost,effective_message_cost,dense_parameter_count,effective_parameter_count,memory_state_items,memory_overhead_vs_dense_params,graph_memory_state_norm,param_memory_state_norm,graph_recall_bias_norm,param_recall_bias_norm,steering_memory_state_norm,runtime_sec,num_nodes,num_edges,original_num_nodes,original_num_edges,node_sample_size,node_sample_mode,edge_sample_size,hidden_dim,num_gnn_layers,memory_rank,memory_write_mode,graph_score_init,param_score_init,freeze_pruning_scores,backbone,param_memory_slots,task_type,metric_name
ogbn-arxiv,ougp,0,2,1,0.11122144758701324,0.16643160581588745,0.07495145499706268,0.11122144758701324,0.16643160581588745,0.800000011920929,0.19999998807907104,0.800000011920929,0.19999998807907104,0.2000000774860382,0.19999998807907104,0.815753698348999,0.18424630165100098,0.7999999523162842,0.20000004768371582,4199040.0,3425382.5,2688.0,2150.39990234375,24464.0,9.101190567016602,0.009420180693268776,0.18156176805496216,0.0,0.0,0.0,0.5972745418548584,5000,24160,169343,1166243,5000,frontier,0,16,2,4,residual,constant,constant,False,gcn,16,multiclass,accuracy
