dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank,task_type,metric_name
photo,dense,0,120,118,0.8078431487083435,0.825653612613678,0.8470588326454163,0.8078431487083435,0.8248366117477417,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5026917457580566,7650,238162,64,16,multiclass,accuracy
photo,dense,1,120,114,0.814379096031189,0.8214052319526672,0.8549019694328308,0.814379096031189,0.8263072371482849,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.089468002319336,7650,238162,64,16,multiclass,accuracy
photo,dense,2,120,119,0.7738562226295471,0.7898693084716797,0.8091503381729126,0.7738562226295471,0.7898693084716797,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1220426559448242,7650,238162,64,16,multiclass,accuracy
photo,graph_only,0,120,119,0.8300653696060181,0.8351307511329651,0.8640522956848145,0.8300653696060181,0.8351307511329651,0.7000000476837158,0.2999999523162842,1.0,0.0,0.027270730584859848,0.0,0.19048893451690674,0.0,2.7642736434936523,7650,238162,64,16,multiclass,accuracy
photo,graph_only,1,120,119,0.8339869379997253,0.8366013169288635,0.8732026219367981,0.8339869379997253,0.8366013169288635,0.7000000476837158,0.2999999523162842,1.0,0.0,0.02391500398516655,0.0,0.3700740933418274,0.0,2.547898530960083,7650,238162,64,16,multiclass,accuracy
photo,graph_only,2,120,116,0.785620927810669,0.8017973899841309,0.8261438012123108,0.785620927810669,0.8114379048347473,0.699999988079071,0.30000001192092896,1.0,0.0,0.0055419025011360645,0.0,0.2823433578014374,0.0,2.518781900405884,7650,238162,64,16,multiclass,accuracy
photo,param_only,0,120,118,0.7738562226295471,0.7748365998268127,0.7934640645980835,0.772549033164978,0.7753268480300903,1.0,0.0,0.800000011920929,0.19999998807907104,0.0,0.0019183745607733727,0.0,2.665668249130249,2.003671407699585,7650,238162,64,16,multiclass,accuracy
photo,param_only,1,120,119,0.7620915174484253,0.7720588445663452,0.786928117275238,0.7620915174484253,0.7720588445663452,1.0,0.0,0.8000000715255737,0.19999992847442627,0.0,0.0019251639023423195,0.0,1.7712726593017578,1.926896095275879,7650,238162,64,16,multiclass,accuracy
photo,param_only,2,120,119,0.7411764860153198,0.7380719184875488,0.7607843279838562,0.7411764860153198,0.7380719184875488,1.0,0.0,0.8000000715255737,0.19999992847442627,0.0,0.0019047250971198082,0.0,2.9507811069488525,1.9101457595825195,7650,238162,64,16,multiclass,accuracy
photo,dual_static,0,120,119,0.7738562226295471,0.77875816822052,0.7986928224563599,0.7738562226295471,0.77875816822052,0.7000000476837158,0.2999999523162842,0.7999999523162842,0.20000004768371582,0.0028571179136633873,0.0019063828513026237,0.0,0.0,1.9243519306182861,7650,238162,64,16,multiclass,accuracy
photo,dual_static,1,120,119,0.7594771385192871,0.7740196585655212,0.7895424962043762,0.7594771385192871,0.7740196585655212,0.7000000476837158,0.2999999523162842,0.7999999523162842,0.20000004768371582,0.0028571293223649263,0.0019047511741518974,0.0,0.0,1.9016942977905273,7650,238162,64,16,multiclass,accuracy
photo,dual_static,2,120,119,0.7411764860153198,0.7405229210853577,0.7647058963775635,0.7411764860153198,0.7405229210853577,0.6999999284744263,0.30000007152557373,0.800000011920929,0.19999998807907104,0.0028572375886142254,0.0019047660753130913,0.0,0.0,1.9033029079437256,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,0,120,118,0.786928117275238,0.8022875785827637,0.8209150433540344,0.785620927810669,0.7996731996536255,0.7000000476837158,0.2999999523162842,0.7999999523162842,0.20000004768371582,0.015618480741977692,0.001904759556055069,0.20200470089912415,2.6867916584014893,2.9709300994873047,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,1,120,119,0.7895424962043762,0.8026143908500671,0.8235294222831726,0.7895424962043762,0.8026143908500671,0.6999999284744263,0.30000007152557373,0.7999999523162842,0.20000004768371582,0.013517334125936031,0.0019503859803080559,0.381084144115448,1.8022379875183105,2.9308407306671143,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,2,120,119,0.758169949054718,0.7658497095108032,0.786928117275238,0.758169949054718,0.7658497095108032,0.6999999284744263,0.30000007152557373,0.7999999523162842,0.20000004768371582,0.0034329553600400686,0.0019048228859901428,0.29774215817451477,2.972352981567383,2.8267219066619873,7650,238162,64,16,multiclass,accuracy
photo,ougp,0,120,118,0.785620927810669,0.8003268241882324,0.8196078538894653,0.7843137383460999,0.7998366355895996,0.7000000476837158,0.2999999523162842,0.7999999523162842,0.20000004768371582,0.016339287161827087,0.0019426960498094559,0.20256172120571136,2.7047016620635986,2.894608974456787,7650,238162,64,16,multiclass,accuracy
photo,ougp,1,120,119,0.7882353067398071,0.8017973899841309,0.8222222328186035,0.7882353067398071,0.8017973899841309,0.699999988079071,0.30000001192092896,0.8000000715255737,0.19999992847442627,0.005298838019371033,0.0019047372043132782,0.3815375864505768,1.7934091091156006,2.80503249168396,7650,238162,64,16,multiclass,accuracy
photo,ougp,2,120,119,0.758169949054718,0.7665032744407654,0.7882353067398071,0.758169949054718,0.7665032744407654,0.699999988079071,0.30000001192092896,0.7999999523162842,0.20000004768371582,0.02092531882226467,0.0019046571105718613,0.2970476746559143,2.9712491035461426,2.7666895389556885,7650,238162,64,16,multiclass,accuracy
