dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank
citeseer,dense,0,120,70,0.7200000286102295,0.7129999995231628,0.9916666746139526,0.7120000123977661,0.7179999947547913,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.582953929901123,3327,9228,64,16
citeseer,dense,1,120,104,0.7260000109672546,0.722000002861023,0.9916666746139526,0.722000002861023,0.7200000286102295,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.27355980873108,3327,9228,64,16
citeseer,dense,2,120,61,0.7300000190734863,0.7129999995231628,0.9916666746139526,0.7179999947547913,0.7089999914169312,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.28445863723755,3327,9228,64,16
citeseer,graph_only,0,120,103,0.7200000286102295,0.7129999995231628,1.0,0.7120000123977661,0.7089999914169312,0.6999999284744263,0.30000007152557373,1.0,0.0,0.014739147387444973,0.0,0.137051522731781,0.0,29.082989931106567,3327,9228,64,16
citeseer,graph_only,1,120,76,0.7260000109672546,0.7149999737739563,1.0,0.7139999866485596,0.7120000123977661,0.6999999284744263,0.30000007152557373,1.0,0.0,0.005439698230475187,0.0,0.10521595180034637,0.0,28.78765630722046,3327,9228,64,16
citeseer,graph_only,2,120,60,0.7239999771118164,0.7149999737739563,1.0,0.7080000042915344,0.7139999866485596,0.699999988079071,0.30000001192092896,1.0,0.0,0.007349775638431311,0.0,0.11049934476613998,0.0,32.468355894088745,3327,9228,64,16
citeseer,param_only,0,120,73,0.7239999771118164,0.7160000205039978,0.9833333492279053,0.7179999947547913,0.7179999947547913,1.0,0.0,0.7000000476837158,0.2999999523162842,0.0,0.0028572073206305504,0.0,0.8551769852638245,19.959882259368896,3327,9228,64,16
citeseer,param_only,1,120,88,0.734000027179718,0.7160000205039978,0.9916666746139526,0.7179999947547913,0.7149999737739563,1.0,0.0,0.699999988079071,0.30000001192092896,0.0,0.0035090893507003784,0.0,0.90256267786026,18.91566300392151,3327,9228,64,16
citeseer,param_only,2,120,66,0.7279999852180481,0.7139999866485596,0.9833333492279053,0.7179999947547913,0.7110000252723694,1.0,0.0,0.699999988079071,0.30000001192092896,0.0,0.0028756149113178253,0.0,0.9379831552505493,19.60523748397827,3327,9228,64,16
citeseer,dual_static,0,120,105,0.722000002861023,0.7129999995231628,0.9916666746139526,0.7179999947547913,0.7160000205039978,0.6999999284744263,0.30000007152557373,0.7000000476837158,0.2999999523162842,0.002858839463442564,0.0028571346774697304,0.0,0.0,26.184226274490356,3327,9228,64,16
citeseer,dual_static,1,120,90,0.7279999852180481,0.7200000286102295,0.9916666746139526,0.7179999947547913,0.7170000076293945,0.6999999284744263,0.30000007152557373,0.6999999284744263,0.30000007152557373,0.0028586513362824917,0.0028571244329214096,0.0,0.0,27.243178606033325,3327,9228,64,16
citeseer,dual_static,2,120,73,0.7260000109672546,0.7120000123977661,0.9916666746139526,0.7160000205039978,0.7120000123977661,0.7000000476837158,0.2999999523162842,0.6999999284744263,0.30000007152557373,0.002858758671209216,0.0028571607545018196,0.0,0.0,26.946959972381592,3327,9228,64,16
citeseer,ougp_no_cross,0,120,102,0.7239999771118164,0.7129999995231628,0.9916666746139526,0.7200000286102295,0.7139999866485596,0.699999988079071,0.30000001192092896,0.7000000476837158,0.2999999523162842,0.015355529263615608,0.0034560952335596085,0.14449331164360046,0.8457694053649902,29.415979862213135,3327,9228,64,16
citeseer,ougp_no_cross,1,120,103,0.7279999852180481,0.7179999947547913,0.9916666746139526,0.7200000286102295,0.7139999866485596,0.699999988079071,0.30000001192092896,0.7000000476837158,0.2999999523162842,0.006228357087820768,0.0031511979177594185,0.1108856126666069,0.891595721244812,26.06493854522705,3327,9228,64,16
citeseer,ougp_no_cross,2,120,97,0.734000027179718,0.7170000076293945,0.9916666746139526,0.7179999947547913,0.7129999995231628,0.699999988079071,0.30000001192092896,0.699999988079071,0.30000001192092896,0.017655255272984505,0.003383181057870388,0.11594472080469131,0.9463627934455872,25.875012636184692,3327,9228,64,16
citeseer,ougp,0,120,102,0.7239999771118164,0.7129999995231628,0.9916666746139526,0.7179999947547913,0.7110000252723694,0.6999999284744263,0.30000007152557373,0.699999988079071,0.30000001192092896,0.009961445815861225,0.0029110973700881004,0.14201465249061584,0.8513363599777222,26.216164112091064,3327,9228,64,16
citeseer,ougp,1,120,104,0.7279999852180481,0.718999981880188,0.9916666746139526,0.722000002861023,0.7160000205039978,0.7000000476837158,0.2999999523162842,0.7000000476837158,0.2999999523162842,0.010546418838202953,0.0034584319218993187,0.11066888272762299,0.9086692333221436,26.44092559814453,3327,9228,64,16
citeseer,ougp,2,120,97,0.734000027179718,0.7149999737739563,0.9916666746139526,0.7179999947547913,0.7139999866485596,0.699999988079071,0.30000001192092896,0.699999988079071,0.30000001192092896,0.011733576655387878,0.0033738072961568832,0.11421354115009308,0.9432802796363831,27.82068705558777,3327,9228,64,16
