dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,message_cost_ratio,message_cost_reduction,parameter_cost_ratio,parameter_cost_reduction,dense_message_cost,effective_message_cost,dense_parameter_count,effective_parameter_count,memory_state_items,memory_overhead_vs_dense_params,graph_memory_state_norm,param_memory_state_norm,graph_recall_bias_norm,param_recall_bias_norm,steering_memory_state_norm,runtime_sec,num_nodes,num_edges,original_num_nodes,original_num_edges,node_sample_size,edge_sample_size,hidden_dim,num_gnn_layers,memory_rank,memory_write_mode,graph_score_init,param_score_init,freeze_pruning_scores,backbone,param_memory_slots,task_type,metric_name
cora,ougp,0,2,1,0.41545894742012024,0.48753461241722107,0.9107142686843872,0.41545894742012024,0.48753461241722107,0.7999998927116394,0.2000001072883606,0.7999998927116394,0.2000001072883606,0.20000006258487701,0.20000004768371582,0.8779927492141724,0.12200725078582764,0.7999998927116394,0.2000001072883606,3625398.0,3183073.25,23040.0,18431.998046875,1806.0,0.07838542014360428,0.0011023980332538486,0.16981860995292664,0.0,0.0,0.0,0.2886393070220947,1000,1502,2708,10556,1000,0,16,2,4,residual,constant,constant,False,gcn,16,multiclass,accuracy
