dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank,task_type,metric_name
photo,dense,0,120,118,0.8078431487083435,0.8259804248809814,0.8470588326454163,0.8078431487083435,0.8248366117477417,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5078125,7650,238162,64,16,multiclass,accuracy
photo,dense,1,120,114,0.814379096031189,0.8214052319526672,0.8549019694328308,0.814379096031189,0.8263072371482849,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1402602195739746,7650,238162,64,16,multiclass,accuracy
photo,dense,2,120,119,0.7738562226295471,0.7898693084716797,0.8091503381729126,0.7738562226295471,0.7898693084716797,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1240766048431396,7650,238162,64,16,multiclass,accuracy
photo,graph_only,0,120,118,0.828758180141449,0.8341503739356995,0.8640522956848145,0.8274509906768799,0.8336601257324219,0.7000000476837158,0.2999999523162842,1.0,0.0,0.01407774630934,0.0,0.1925840973854065,0.0,3.1862378120422363,7650,238162,64,16,multiclass,accuracy
photo,graph_only,1,120,119,0.828758180141449,0.8351307511329651,0.8705882430076599,0.828758180141449,0.8351307511329651,0.699999988079071,0.30000001192092896,1.0,0.0,0.01186386775225401,0.0,0.36660531163215637,0.0,2.895569086074829,7650,238162,64,16,multiclass,accuracy
photo,graph_only,2,120,119,0.7908496856689453,0.8130719065666199,0.8274509906768799,0.7908496856689453,0.8130719065666199,0.699999988079071,0.30000001192092896,1.0,0.0,0.0035153392236679792,0.0,0.28354284167289734,0.0,2.874241352081299,7650,238162,64,16,multiclass,accuracy
photo,param_only,0,120,119,0.715032696723938,0.7250000238418579,0.7424836754798889,0.715032696723938,0.7250000238418579,1.0,0.0,0.7000000476837158,0.2999999523162842,0.0,0.002857128158211708,0.0,2.784918785095215,1.8919486999511719,7650,238162,64,16,multiclass,accuracy
photo,param_only,1,120,118,0.700653612613678,0.7160130739212036,0.729411780834198,0.6915032863616943,0.7106209397315979,1.0,0.0,0.699999988079071,0.30000001192092896,0.0,0.002857060171663761,0.0,1.8666176795959473,1.8712666034698486,7650,238162,64,16,multiclass,accuracy
photo,param_only,2,120,118,0.6849673390388489,0.693790853023529,0.7084967494010925,0.6849673390388489,0.6954248547554016,1.0,0.0,0.7000000476837158,0.2999999523162842,0.0,0.0028572427108883858,0.0,3.0665831565856934,1.872042179107666,7650,238162,64,16,multiclass,accuracy
photo,dual_static,0,120,119,0.7241830229759216,0.7320261597633362,0.7490196228027344,0.7241830229759216,0.7320261597633362,0.699999988079071,0.30000001192092896,0.7000000476837158,0.2999999523162842,0.002857116749510169,0.002893828321248293,0.0,0.0,2.3233909606933594,7650,238162,64,16,multiclass,accuracy
photo,dual_static,1,120,118,0.6993464231491089,0.7174836993217468,0.7281045913696289,0.6980392336845398,0.7129085063934326,0.7000000476837158,0.2999999523162842,0.6999999284744263,0.30000007152557373,0.0028571176808327436,0.002871447242796421,0.0,0.0,2.301967144012451,7650,238162,64,16,multiclass,accuracy
photo,dual_static,2,120,119,0.6888889074325562,0.6982026100158691,0.715032696723938,0.6888889074325562,0.6982026100158691,0.6999999284744263,0.30000007152557373,0.699999988079071,0.30000001192092896,0.00285727740265429,0.0028571253642439842,0.0,0.0,2.311479330062866,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,0,120,118,0.7594771385192871,0.7651960849761963,0.786928117275238,0.7594771385192871,0.7687909007072449,0.6999999284744263,0.30000007152557373,0.6999999284744263,0.30000007152557373,0.019910549744963646,0.0028571174480021,0.2046201527118683,2.801525354385376,3.0996828079223633,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,1,120,118,0.7516340017318726,0.7562091946601868,0.7712418437004089,0.7464052438735962,0.7560457587242126,0.6999999284744263,0.30000007152557373,0.6999999284744263,0.30000007152557373,0.003403301816433668,0.0029632546938955784,0.3705005347728729,1.8715009689331055,3.110847234725952,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,2,120,119,0.7320261597633362,0.7326797842979431,0.7594771385192871,0.7320261597633362,0.7326797842979431,0.699999988079071,0.30000001192092896,0.7000000476837158,0.2999999523162842,0.009261048398911953,0.0029662149026989937,0.2970792353153229,3.078369140625,3.0905532836914062,7650,238162,64,16,multiclass,accuracy
photo,ougp,0,120,118,0.758169949054718,0.7633987069129944,0.7843137383460999,0.758169949054718,0.7669934630393982,0.6999999284744263,0.30000007152557373,0.7000000476837158,0.2999999523162842,0.014331801794469357,0.00285712955519557,0.19795295596122742,2.804623603820801,3.1159980297088623,7650,238162,64,16,multiclass,accuracy
photo,ougp,1,120,118,0.7503268122673035,0.7529411911964417,0.7673202753067017,0.743790864944458,0.7545751929283142,0.6999999284744263,0.30000007152557373,0.6999999284744263,0.30000007152557373,0.003670490812510252,0.003015745896846056,0.3732745945453644,1.8953275680541992,3.129159688949585,7650,238162,64,16,multiclass,accuracy
photo,ougp,2,120,119,0.7307189702987671,0.7307189702987671,0.7568627595901489,0.7307189702987671,0.7307189702987671,0.7000000476837158,0.2999999523162842,0.7000000476837158,0.2999999523162842,0.014824632555246353,0.002925641369074583,0.2922830879688263,3.094221353530884,3.1405911445617676,7650,238162,64,16,multiclass,accuracy
