dataset,variant,seed,epoch,edge_id,src_node,dst_node,prev_mask,current_mask,mask_delta,graph_score,graph_utility,src_degree,dst_degree,src_feature_norm,dst_feature_norm,src_node_importance,dst_node_importance,edge_importance,graph_keep,param_keep
photo,ougp,1,20,6491,232,1508,1.0,0.9828501343727112,0.01714986562728882,1.9493979215621948,3.5124074759806945e-09,1.0,1.0,0.0672672763466835,0.06119900569319725,0.06744369119405746,0.060626089572906494,0.03317032381892204,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,7763,263,6969,1.0,0.9828501343727112,0.01714986562728882,1.9493982791900635,3.0960269015167796e-08,5.0,1.0,0.04085889086127281,0.053074486553668976,0.10191310942173004,0.06001098081469536,0.0506432019174099,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,8601,303,4293,1.0,0.9828501343727112,0.01714986562728882,1.949398159980774,3.5124074759806945e-09,4.0,1.0,0.06262243539094925,0.043560683727264404,0.10395389795303345,0.04080972075462341,0.03734378144145012,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,12284,424,4537,1.0,0.9828501343727112,0.01714986562728882,1.9493979215621948,3.5124074759806945e-09,1.0,1.0,0.06565321981906891,0.1154700517654419,0.06563033163547516,0.12159872055053711,0.04796013981103897,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,21476,700,2008,1.0,0.9828501343727112,0.01714986562728882,1.9493979215621948,3.7567512989333807e-10,2.0,1.0,0.051164451986551285,0.07955573499202728,0.06826148927211761,0.08069348335266113,0.03736203908920288,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,27661,910,6368,1.0,0.9828501343727112,0.01714986562728882,1.9493980407714844,3.5124074759806945e-09,1.0,1.0,0.09284766763448715,0.04938647896051407,0.09618284553289413,0.04735490679740906,0.03703731670975685,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,27741,913,6944,1.0,0.9828501343727112,0.01714986562728882,1.9493980407714844,3.5124074759806945e-09,1.0,1.0,0.047565147280693054,0.10599978268146515,0.0453086718916893,0.11095903813838959,0.04021980240941048,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,31464,1051,6837,1.0,0.9828501343727112,0.01714986562728882,1.949398159980774,7.885366137827532e-09,21.0,1.0,0.03913302719593048,0.051298920065164566,0.14833346009254456,0.050435151904821396,0.05228038132190704,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,34901,1155,6359,1.0,0.9828501343727112,0.01714986562728882,1.9493979215621948,3.5124074759806945e-09,1.0,1.0,0.07453560084104538,0.10599979013204575,0.07560953497886658,0.11095904558897018,0.047795023769140244,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,46684,1508,232,1.0,0.9828501343727112,0.01714986562728882,1.9493978023529053,3.5124074759806945e-09,1.0,1.0,0.06119900569319725,0.0672672763466835,0.060626089572906494,0.06744369119405746,0.03317032381892204,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,50987,1641,1957,1.0,0.9828501343727112,0.01714986562728882,1.9493979215621948,3.5124074759806945e-09,1.0,1.0,0.07980868965387344,0.07352146506309509,0.0815337672829628,0.07447017729282379,0.0401538647711277,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,55965,1788,4250,1.0,0.9828501343727112,0.01714986562728882,1.949398159980774,2.0059787164683485e-09,4.0,1.0,0.042182452976703644,0.06154574081301689,0.08518989384174347,0.06155046820640564,0.03734350576996803,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,61113,1957,1641,1.0,0.9828501343727112,0.01714986562728882,1.9493978023529053,3.5124074759806945e-09,1.0,1.0,0.07352146506309509,0.07980868965387344,0.07447017729282379,0.0815337672829628,0.0401538647711277,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,74187,2285,1074,1.0,0.9828501343727112,0.01714986562728882,1.9493980407714844,3.988511743102663e-09,4.0,1.0,0.07832604646682739,0.06608185917139053,0.12336032092571259,0.06619630008935928,0.0486983060836792,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,87452,2748,4372,1.0,0.9828501343727112,0.01714986562728882,1.949398159980774,1.5972644318296148e-09,21.0,1.0,0.041486989706754684,0.052414245903491974,0.1507331132888794,0.050953321158885956,0.05094587057828903,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,97570,3146,6799,1.0,0.9828501343727112,0.01714986562728882,1.9493979215621948,3.5124074759806945e-09,1.0,1.0,0.057639043778181076,0.08032193779945374,0.05662652850151062,0.08211039006710052,0.03583710640668869,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,107172,3426,1273,1.0,0.9828501343727112,0.01714986562728882,1.9493980407714844,3.5124074759806945e-09,2.0,1.0,0.048911597579717636,0.09284766763448715,0.06666827201843262,0.09618284553289413,0.04186565801501274,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,109091,3498,4826,1.0,0.9828501343727112,0.01714986562728882,1.9493979215621948,7.519452616122635e-09,3.0,1.0,0.09491579234600067,0.056613851338624954,0.13211649656295776,0.056185122579336166,0.04954352602362633,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,112944,3604,4180,1.0,0.9828501343727112,0.01714986562728882,1.949398159980774,3.5124074759806945e-09,1.0,1.0,0.06696494668722153,0.11250879615545273,0.0671040341258049,0.11827181279659271,0.04749683663249016,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,130662,4180,3604,1.0,0.9828501343727112,0.01714986562728882,1.9493979215621948,3.5124074759806945e-09,1.0,1.0,0.11250879615545273,0.06696494668722153,0.11827181279659271,0.0671040341258049,0.04749683663249016,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,131239,4199,488,1.0,0.9828501343727112,0.01714986562728882,1.9493980407714844,2.88768953193852e-10,2.0,1.0,0.10206207633018494,0.06565321981906891,0.1258356273174286,0.06505882740020752,0.0478183813393116,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,135896,4360,7227,1.0,0.9828501343727112,0.01714986562728882,1.949398159980774,1.8269624035838206e-08,3.0,1.0,0.10259784013032913,0.047245558351278305,0.1428961455821991,0.047565825283527374,0.053612176328897476,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,142432,4537,424,1.0,0.9828501343727112,0.01714986562728882,1.9493980407714844,3.5124074759806945e-09,1.0,1.0,0.1154700517654419,0.06565321981906891,0.12159872055053711,0.06563033163547516,0.04796013981103897,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,159557,5085,4022,1.0,0.9828501343727112,0.01714986562728882,1.9493982791900635,1.2446140118527182e-08,7.0,1.0,0.058621037751436234,0.07001399993896484,0.12340377271175385,0.07211339473724365,0.05296451598405838,0.9828572869300842,0.9828572273254395
photo,ougp,1,20,174473,5594,4770,1.0,0.9828501343727112,0.01714986562728882,1.949398159980774,2.099221463325307e-09,6.0,1.0,0.06154574081301689,0.08111071586608887,0.11869876086711884,0.08274603635072708,0.05105021968483925,0.9828572869300842,0.9828572273254395
