dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,graph_recall_bias_norm,param_recall_bias_norm,steering_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank,param_memory_slots,task_type,metric_name
photo,ougp,0,120,118,0.7084967494010925,0.7351307272911072,0.7058823704719543,0.6705882549285889,0.6908497214317322,0.7000000476837158,0.2999999523162842,0.699999988079071,0.30000001192092896,0.004984166473150253,0.12239068001508713,0.19853618741035461,12.684375762939453,1.914174199104309,1.4688297510147095,0.0,3.526435613632202,7650,238162,64,16,64,multiclass,accuracy
photo,ougp,1,120,112,0.7032679915428162,0.715032696723938,0.686274528503418,0.6549019813537598,0.688235342502594,0.7000000476837158,0.2999999523162842,0.7000000476837158,0.2999999523162842,0.009528318420052528,0.13449770212173462,0.37367239594459534,7.035691261291504,2.0929791927337646,1.7488895654678345,0.0,3.058788537979126,7650,238162,64,16,64,multiclass,accuracy
photo,ougp,2,120,113,0.6980392336845398,0.6957516670227051,0.7202614545822144,0.6967320442199707,0.6993464231491089,0.7000000476837158,0.2999999523162842,0.699999988079071,0.30000001192092896,0.010065587237477303,0.11740578711032867,0.2897898554801941,11.752012252807617,2.506150960922241,1.415716528892517,0.0,3.1022117137908936,7650,238162,64,16,64,multiclass,accuracy
