dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank,task_type,metric_name
photo,dense,0,120,118,0.8078431487083435,0.825653612613678,0.8470588326454163,0.8078431487083435,0.8248366117477417,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6005194187164307,7650,238162,64,16,multiclass,accuracy
photo,dense,1,120,114,0.814379096031189,0.8214052319526672,0.8549019694328308,0.814379096031189,0.8263072371482849,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0970995426177979,7650,238162,64,16,multiclass,accuracy
photo,dense,2,120,119,0.7738562226295471,0.7898693084716797,0.8091503381729126,0.7738562226295471,0.7898693084716797,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1182434558868408,7650,238162,64,16,multiclass,accuracy
photo,graph_only,0,120,118,0.8274509906768799,0.8331699371337891,0.8640522956848145,0.8274509906768799,0.8328431844711304,0.7000000476837158,0.2999999523162842,1.0,0.0,0.01009837631136179,0.0,0.1943156123161316,0.0,2.8400957584381104,7650,238162,64,16,multiclass,accuracy
photo,graph_only,1,120,118,0.8326797485351562,0.8323529362678528,0.871895432472229,0.8326797485351562,0.8352941274642944,0.699999988079071,0.30000001192092896,1.0,0.0,0.012695376761257648,0.0,0.37623533606529236,0.0,2.6402335166931152,7650,238162,64,16,multiclass,accuracy
photo,graph_only,2,120,119,0.7895424962043762,0.813235342502594,0.8274509906768799,0.7895424962043762,0.813235342502594,0.6999999284744263,0.30000007152557373,1.0,0.0,0.018483679741621017,0.0,0.2771521508693695,0.0,2.6133956909179688,7650,238162,64,16,multiclass,accuracy
photo,param_only,0,120,119,0.715032696723938,0.7251634001731873,0.7424836754798889,0.715032696723938,0.7251634001731873,1.0,0.0,0.699999988079071,0.30000001192092896,0.0,0.0030985833145678043,0.0,2.7799439430236816,1.9810187816619873,7650,238162,64,16,multiclass,accuracy
photo,param_only,1,120,118,0.700653612613678,0.7168300747871399,0.729411780834198,0.6928104758262634,0.7116013169288635,1.0,0.0,0.6999999284744263,0.30000007152557373,0.0,0.0028961319476366043,0.0,1.867232084274292,1.9892871379852295,7650,238162,64,16,multiclass,accuracy
photo,param_only,2,120,119,0.6888889074325562,0.6959150433540344,0.7111111283302307,0.6888889074325562,0.6959150433540344,1.0,0.0,0.7000000476837158,0.2999999523162842,0.0,0.0029046512208878994,0.0,3.0708258152008057,1.913776159286499,7650,238162,64,16,multiclass,accuracy
photo,dual_static,0,120,119,0.7241830229759216,0.731372594833374,0.7464052438735962,0.7241830229759216,0.731372594833374,0.6999999284744263,0.30000007152557373,0.7000000476837158,0.2999999523162842,0.002857091836631298,0.002863118890672922,0.0,0.0,1.9279727935791016,7650,238162,64,16,multiclass,accuracy
photo,dual_static,1,120,118,0.7019608020782471,0.718137264251709,0.729411780834198,0.6993464231491089,0.7147058844566345,0.7000000476837158,0.2999999523162842,0.7000000476837158,0.2999999523162842,0.0028570734430104494,0.0028900615870952606,0.0,0.0,2.023536443710327,7650,238162,64,16,multiclass,accuracy
photo,dual_static,2,120,119,0.6888889074325562,0.6977124214172363,0.715032696723938,0.6888889074325562,0.6977124214172363,0.699999988079071,0.30000001192092896,0.699999988079071,0.30000001192092896,0.0028572918381541967,0.002857128158211708,0.0,0.0,1.947885274887085,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,0,120,118,0.7594771385192871,0.7637255191802979,0.7843137383460999,0.7594771385192871,0.7671568989753723,0.699999988079071,0.30000001192092896,0.7000000476837158,0.2999999523162842,0.027069510892033577,0.0028571425937116146,0.19821058213710785,2.796867609024048,2.8450214862823486,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,1,120,118,0.7542483806610107,0.7562091946601868,0.7712418437004089,0.743790864944458,0.7555555701255798,0.6999999284744263,0.30000007152557373,0.7000000476837158,0.2999999523162842,0.013789307326078415,0.002857147715985775,0.376888632774353,1.8745085000991821,2.917853593826294,7650,238162,64,16,multiclass,accuracy
photo,ougp_no_cross,2,120,119,0.729411780834198,0.7318627834320068,0.7594771385192871,0.729411780834198,0.7318627834320068,0.699999988079071,0.30000001192092896,0.7000000476837158,0.2999999523162842,0.002938629128038883,0.0028763734735548496,0.28516051173210144,3.0889182090759277,3.0190651416778564,7650,238162,64,16,multiclass,accuracy
photo,ougp,0,120,118,0.758169949054718,0.7627451419830322,0.7843137383460999,0.758169949054718,0.7661765217781067,0.6999999284744263,0.30000007152557373,0.6999999284744263,0.30000007152557373,0.005027283448725939,0.002857155166566372,0.19325093924999237,2.8081107139587402,2.873741626739502,7650,238162,64,16,multiclass,accuracy
photo,ougp,1,120,118,0.7490196228027344,0.7537581920623779,0.7660130858421326,0.7398692965507507,0.7516340017318726,0.6999999284744263,0.30000007152557373,0.6999999284744263,0.30000007152557373,0.019711926579475403,0.0029736030846834183,0.36758315563201904,1.8895982503890991,2.884563446044922,7650,238162,64,16,multiclass,accuracy
photo,ougp,2,120,119,0.7333333492279053,0.7343137264251709,0.7620915174484253,0.7333333492279053,0.7343137264251709,0.6999999284744263,0.30000007152557373,0.6999999284744263,0.30000007152557373,0.017330743372440338,0.002861147280782461,0.29703161120414734,3.1006500720977783,2.8855748176574707,7650,238162,64,16,multiclass,accuracy
