dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,graph_recall_bias_norm,param_recall_bias_norm,steering_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank,task_type,metric_name
photo,graph_only,0,120,119,0.8274509906768799,0.8333333730697632,0.8640522956848145,0.8274509906768799,0.8333333730697632,0.7000000476837158,0.2999999523162842,1.0,0.0,0.01685427315533161,0.0,0.19060146808624268,0.0,2.537724256515503,0.0,0.0,3.471780776977539,7650,238162,64,16,multiclass,accuracy
photo,graph_only,1,120,114,0.8326797485351562,0.8339869379997253,0.8705882430076599,0.8313725590705872,0.8357843160629272,0.699999988079071,0.30000001192092896,1.0,0.0,0.007135769817978144,0.0,0.36733773350715637,0.0,2.362886667251587,0.0,0.0,2.6517298221588135,7650,238162,64,16,multiclass,accuracy
photo,graph_only,2,120,119,0.7882353067398071,0.8111111521720886,0.8274509906768799,0.7882353067398071,0.8111111521720886,0.7000000476837158,0.2999999523162842,1.0,0.0,0.005018908996134996,0.0,0.2822163999080658,0.0,2.126448631286621,0.0,0.0,2.7871575355529785,7650,238162,64,16,multiclass,accuracy
photo,ougp,0,120,118,0.7568627595901489,0.7606209516525269,0.7816993594169617,0.7568627595901489,0.7645425200462341,0.7000000476837158,0.2999999523162842,0.699999988079071,0.30000001192092896,0.006490360014140606,0.0029511521570384502,0.1969405561685562,2.8196990489959717,2.1713359355926514,0.011260279454290867,0.0,3.3697731494903564,7650,238162,64,16,multiclass,accuracy
photo,ougp,1,120,118,0.7490196228027344,0.7539215683937073,0.7660130858421326,0.7424836754798889,0.7527778148651123,0.699999988079071,0.30000001192092896,0.6999999284744263,0.30000007152557373,0.012871196493506432,0.002948830835521221,0.3621182143688202,1.8841066360473633,2.097856283187866,0.009371528401970863,0.0,3.1798746585845947,7650,238162,64,16,multiclass,accuracy
photo,ougp,2,120,119,0.7333333492279053,0.7348039150238037,0.7633987069129944,0.7333333492279053,0.7348039150238037,0.699999988079071,0.30000001192092896,0.6999999284744263,0.30000007152557373,0.018585743382573128,0.0028581381775438786,0.2965976595878601,3.097430944442749,2.107228994369507,0.010500320233404636,0.0,3.08587646484375,7650,238162,64,16,multiclass,accuracy
