dataset,variant,seed,epochs,best_epoch,best_val_acc,best_test_acc,final_train_acc,final_val_acc,final_test_acc,graph_keep,graph_sparsity,param_keep,param_sparsity,graph_churn,param_churn,graph_memory_state_norm,param_memory_state_norm,runtime_sec,num_nodes,num_edges,hidden_dim,memory_rank,task_type,metric_name
ogbn-arxiv,dense,0,1,0,0.24423637986183167,0.22576795518398285,0.14437931776046753,0.24423637986183167,0.22576795518398285,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5339114665985107,169343,1166243,64,8,multiclass,accuracy
ogbn-arxiv,ougp,0,1,0,0.24423637986183167,0.22576795518398285,0.14437931776046753,0.24423637986183167,0.22576795518398285,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10011172294616699,169343,1166243,64,8,multiclass,accuracy
