dataset,variant,seed,epoch,edge_id,src_node,dst_node,prev_mask,current_mask,mask_delta,graph_score,graph_utility,src_degree,dst_degree,src_feature_norm,dst_feature_norm,src_node_importance,dst_node_importance,edge_importance,graph_keep,param_keep
photo,ougp,1,20,29,2,3592,1.0,0.9828569293022156,0.017143070697784424,1.9500356912612915,8.13544076549988e-09,9.0,2.0,0.0890870913863182,0.10206207633018494,0.16872051358222961,0.1320914924144745,0.0778784528374672,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,35,2,3818,1.0,0.9828569293022156,0.017143070697784424,1.9500346183776855,1.3030816425896319e-08,9.0,1.0,0.0890870913863182,0.09491579234600067,0.16872051358222961,0.10091984272003174,0.07169545441865921,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,156,7,5413,1.0,0.9828569293022156,0.017143070697784424,1.950034260749817,3.1530454691619525e-08,52.0,2.0,0.040128614753484726,0.05802588537335396,0.19030062854290009,0.08048474043607712,0.07806557416915894,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,170,7,2591,1.0,0.9828569293022156,0.017143070697784424,1.950036883354187,1.2069561350358526e-08,52.0,6.0,0.040128614753484726,0.12598817050457,0.19030062854290009,0.19679217040538788,0.10074244439601898,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,283,12,2824,1.0,0.9828569293022156,0.017143070697784424,1.9500367641448975,2.711308297875803e-07,8.0,3.0,0.12038585543632507,0.08737041056156158,0.22971388697624207,0.15420658886432648,0.185145303606987,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,317,16,7505,1.0,0.9828569293022156,0.017143070697784424,1.9500343799591064,0.0,1.0,1.0,0.1360827535390854,0.10369516164064407,0.14351138472557068,0.1071244478225708,0.06265895813703537,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,492,23,6461,1.0,0.9828569293022156,0.017143070697784424,1.9500356912612915,1.7128753526662877e-08,128.0,8.0,0.08111071586608887,0.08084520697593689,0.2753322124481201,0.15954802930355072,0.11435309797525406,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,781,28,7523,1.0,0.9828569293022156,0.017143070697784424,1.950036644935608,4.894059379978444e-09,196.0,13.0,0.037877701222896576,0.15430335700511932,0.24595406651496887,0.25625482201576233,0.12716169655323029,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,787,28,7297,1.0,0.9828569293022156,0.017143070697784424,1.9500322341918945,1.7757221471015328e-08,196.0,2.0,0.037877701222896576,0.1178511306643486,0.24595406651496887,0.14399266242980957,0.10332639515399933,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,789,28,7137,1.0,0.9828569293022156,0.017143070697784424,1.950034737586975,6.279853970170279e-09,196.0,8.0,0.037877701222896576,0.11624763906002045,0.24595406651496887,0.19229507446289062,0.1116275042295456,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,791,28,6996,1.0,0.9828569293022156,0.017143070697784424,1.9500339031219482,9.440859649600952e-09,196.0,6.0,0.037877701222896576,0.11322770267724991,0.24595406651496887,0.18420624732971191,0.11064483970403671,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,794,28,6844,1.0,0.9828569293022156,0.017143070697784424,1.9500350952148438,6.763069215764972e-09,196.0,9.0,0.037877701222896576,0.09759000688791275,0.24595406651496887,0.17522069811820984,0.10751782357692719,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,795,28,6834,1.0,0.9828569293022156,0.017143070697784424,1.9500365257263184,5.219193077721229e-09,196.0,13.0,0.037877701222896576,0.05447347089648247,0.24595406651496887,0.14257720112800598,0.09884922206401825,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,799,28,6627,1.0,0.9828569293022156,0.017143070697784424,1.9500365257263184,5.983024298217288e-09,196.0,13.0,0.037877701222896576,0.05933908373117447,0.24595406651496887,0.14923985302448273,0.10076608508825302,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,804,28,6384,1.0,0.9828569293022156,0.017143070697784424,1.950033187866211,1.1295633761676527e-08,196.0,4.0,0.037877701222896576,0.0627455785870552,0.24595406651496887,0.1089286208152771,0.09243539720773697,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,824,28,5498,1.0,0.9828569293022156,0.017143070697784424,1.9500365257263184,3.818032556779372e-09,196.0,13.0,0.037877701222896576,0.08362419903278351,0.24595406651496887,0.17544011771678925,0.10660415887832642,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,852,28,4044,1.0,0.9828569293022156,0.017143070697784424,1.9500350952148438,5.120793122870282e-09,196.0,9.0,0.037877701222896576,0.08873564749956131,0.24595406651496887,0.16541758179664612,0.10452695935964584,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,854,28,4001,1.0,0.9828569293022156,0.017143070697784424,1.9500361680984497,3.997189690352343e-09,196.0,12.0,0.037877701222896576,0.1414213478565216,0.24595406651496887,0.23744170367717743,0.12216347455978394,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,869,28,3385,1.0,0.9828569293022156,0.017143070697784424,1.9500354528427124,5.856973572804236e-09,196.0,10.0,0.037877701222896576,0.07832604646682739,0.24595406651496887,0.16052716970443726,0.10354645550251007,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,883,28,2960,1.0,0.9828569293022156,0.017143070697784424,1.9500367641448975,3.732535613920618e-09,196.0,14.0,0.037877701222896576,0.08944272994995117,0.24595406651496887,0.18606159090995789,0.10923141241073608,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,887,28,2776,1.0,0.9828569293022156,0.017143070697784424,1.950034737586975,6.5357026457490974e-09,196.0,8.0,0.037877701222896576,0.0842151939868927,0.24595406651496887,0.15549710392951965,0.10251215100288391,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,908,28,1834,1.0,0.9828569293022156,0.017143070697784424,1.950034260749817,7.3186474658371026e-09,196.0,7.0,0.037877701222896576,0.07453560084104538,0.24595406651496887,0.13897427916526794,0.09863892942667007,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,912,28,1643,1.0,0.9828569293022156,0.017143070697784424,1.9500354528427124,5.866176433499959e-09,196.0,10.0,0.037877701222896576,0.12216945737600327,0.24595406651496887,0.20752915740013123,0.11529997736215591,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,919,28,1408,1.0,0.9828569293022156,0.017143070697784424,1.950034737586975,6.547075326324148e-09,196.0,8.0,0.037877701222896576,0.08137884736061096,0.24595406651496887,0.15977230668067932,0.10358469188213348,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,930,28,714,1.0,0.9828569293022156,0.017143070697784424,1.9500367641448975,3.0599556222199453e-09,196.0,14.0,0.037877701222896576,0.06482036411762238,0.24595406651496887,0.15654081106185913,0.10163003206253052,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,1009,31,7611,1.0,0.9828569293022156,0.017143070697784424,1.9500365257263184,4.34783160585539e-08,11.0,3.0,0.071428582072258,0.10721124708652496,0.16552776098251343,0.1956040859222412,0.10458141565322876,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,1112,37,4760,1.0,0.9828569293022156,0.017143070697784424,1.950034499168396,1.0932256211404479e-09,7.0,1.0,0.06741998344659805,0.041775599122047424,0.13578662276268005,0.03923032432794571,0.04411375895142555,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,1234,40,2631,1.0,0.9828569293022156,0.017143070697784424,1.9500360488891602,1.6499897004251807e-09,112.0,8.0,0.04141576960682869,0.11043151468038559,0.2232016921043396,0.19003191590309143,0.10385102778673172,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,1237,40,2306,1.0,0.9828569293022156,0.017143070697784424,1.9500352144241333,1.4340514331578902e-09,112.0,6.0,0.04141576960682869,0.13018891215324402,0.2232016921043396,0.19783076643943787,0.10572972148656845,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,1481,45,6393,1.0,0.9828569293022156,0.017143070697784424,1.9500367641448975,2.3080621858184713e-08,28.0,4.0,0.03886610269546509,0.10369516909122467,0.1608155518770218,0.15546861290931702,0.0866614282131195,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,1717,60,5886,1.0,0.9828569293022156,0.017143070697784424,1.950036883354187,1.6212389652991988e-08,22.0,4.0,0.0663723349571228,0.10721124708652496,0.1835670918226242,0.1599103808403015,0.0912010446190834,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2052,70,2036,1.0,0.9828569293022156,0.017143070697784424,1.9500364065170288,9.707088466370806e-10,9.0,3.0,0.05037927255034447,0.06950480490922928,0.12172269076108932,0.10257851332426071,0.056394532322883606,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2168,73,6252,1.0,0.9828569293022156,0.017143070697784424,1.9500359296798706,8.737481849152573e-10,145.0,9.0,0.044676702469587326,0.053916387259960175,0.23878714442253113,0.12739473581314087,0.09183281660079956,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2169,73,6157,1.0,0.9828569293022156,0.017143070697784424,1.9500346183776855,1.1331644511614059e-09,145.0,6.0,0.044676702469587326,0.125,0.23878714442253113,0.19107292592525482,0.10783766955137253,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2175,73,5923,1.0,0.9828569293022156,0.017143070697784424,1.9500362873077393,1.5338191827751757e-09,145.0,10.0,0.044676702469587326,0.06362847983837128,0.23878714442253113,0.146223247051239,0.09675701707601547,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2176,73,5842,1.0,0.9828569293022156,0.017143070697784424,1.9500367641448975,1.2781757874336108e-09,145.0,11.0,0.044676702469587326,0.06984303146600723,0.23878714442253113,0.15180222690105438,0.09806768596172333,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2203,73,4309,1.0,0.9828569293022156,0.017143070697784424,1.950036644935608,1.2919469938310613e-09,145.0,11.0,0.044676702469587326,0.06375767290592194,0.23878714442253113,0.1451418697834015,0.09640713036060333,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2204,73,4270,1.0,0.9828569293022156,0.017143070697784424,1.9500354528427124,3.4814557903217747e-09,145.0,8.0,0.044676702469587326,0.12909944355487823,0.23878714442253113,0.20619188249111176,0.11238967627286911,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2214,73,3341,1.0,0.9828569293022156,0.017143070697784424,1.9500354528427124,1.997639387241179e-09,145.0,8.0,0.044676702469587326,0.08606629073619843,0.23878714442253113,0.15713739395141602,0.09963808953762054,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2220,73,2839,1.0,0.9828569293022156,0.017143070697784424,1.9500346183776855,2.0265007449893346e-09,145.0,6.0,0.044676702469587326,0.0635000616312027,0.23878714442253113,0.12006046622991562,0.09037834405899048,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2222,73,2821,1.0,0.9828569293022156,0.017143070697784424,1.9500341415405273,2.1422768003986903e-09,145.0,5.0,0.044676702469587326,0.06741998344659805,0.23878714442253113,0.11817501485347748,0.08994505554437637,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2228,73,2248,1.0,0.9828569293022156,0.017143070697784424,1.9500362873077393,1.5170673606235141e-09,145.0,10.0,0.044676702469587326,0.05744849890470505,0.23878714442253113,0.1420392245054245,0.09570549428462982,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2229,73,2225,1.0,0.9828569293022156,0.017143070697784424,1.9500362873077393,1.352148282229848e-09,145.0,10.0,0.044676702469587326,0.06362847983837128,0.23878714442253113,0.14370058476924896,0.09606660157442093,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2247,73,1121,1.0,0.9828569293022156,0.017143070697784424,1.950035810470581,2.0198043237940055e-09,145.0,9.0,0.044676702469587326,0.09205745905637741,0.23878714442253113,0.17008911073207855,0.10288330167531967,0.9828571677207947,0.9828572273254395
photo,ougp,1,20,2250,73,715,1.0,0.9828569293022156,0.017143070697784424,1.9500354528427124,1.815553374306944e-09,145.0,8.0,0.044676702469587326,0.07537782937288284,0.23878714442253113,0.14494694769382477,0.09653059393167496,0.9828571677207947,0.9828572273254395
